epoch	NLL	sdz	train_time
93	8778.536828696322	0.9881776824948334	242
94	8776.092451445911	0.9882002477185662	462
95	8774.718309467342	0.9881648759351296	485
96	8772.551264548789	0.988178004238273	452
97	8770.689597201184	0.9881452479380735	245
98	8773.383801518654	0.9876581622021539	241
99	8767.138781073952	0.9880428895810429	362
100	8765.582321063192	0.9880543596485034	482
101	8763.869457218923	0.988048876908158	429
102	8762.145357093032	0.9880296050691281	242
103	8761.039456737284	0.9880579077721048	244
104	8759.316052080012	0.9880264222013707	406
105	8757.714608743889	0.9880207639922496	482
106	8756.505418842342	0.9880019799128276	481
107	8754.544456014828	0.9880069603725355	271
108	8753.172653924852	0.9879925295355774	246
109	8751.89613975473	0.9879791318457953	316
110	8750.524680001396	0.9879016331365319	485
111	8749.615910121373	0.9878902215333212	472
112	8747.700202370988	0.9878940938078627	245
113	8745.947420496519	0.9879085951719154	251
114	8745.281102809777	0.9878870843067056	349
115	8744.594520620749	0.9878417137427394	483
116	8741.541779394864	0.9877657439230251	486
117	8740.676295066367	0.9878554135611674	331
118	8740.713130198368	0.9875256766875585	242
119	8738.53173101516	0.988134326451287	244
120	8736.890213739305	0.9875569741438035	474
121	8739.228304908389	0.9880004071054005	482
122	8736.3364297257	0.9877507560664699	312
123	8734.271025573315	0.987752839720168	241
124	8733.274573501276	0.9877193103842183	233
125	8732.637276578113	0.9877297733308507	488
126	8730.823571237577	0.9877182655796712	481
127	8728.963347558261	0.9877251492065637	432
128	8728.05136066878	0.9877267686181328	242
129	8727.065278552827	0.9876959950593459	243
130	8725.896401749176	0.9877129830166597	368
131	8724.628186284279	0.987692553550005	480
132	8724.091827807782	0.9877182395026392	417
133	8722.509313258995	0.9877247491053173	245
134	8721.17878110717	0.9877131454342482	243
135	8720.53948953849	0.9876813726106874	373
136	8719.379430446495	0.9876992737963086	478
137	8718.254654864875	0.987691435405389	481
138	8717.68009024899	0.9876808947851868	291
139	8716.829913288557	0.9876478446178696	233
140	8716.171193440756	0.9876079928307306	243
141	8715.063765130075	0.9876117092259482	479
142	8714.35489493649	0.9876277386686023	478
143	8713.341034558354	0.9876049436932924	356
144	8712.58661864404	0.987588764960263	246
145	8712.322070063377	0.9875926329266458	235
146	8711.833887839804	0.9875591413757834	434
147	8710.528231043394	0.9875543769829127	482
148	8709.87091458898	0.9875559742961612	481
149	8709.512484803492	0.9875226064908261	245
150	8708.706490652901	0.9875362285596578	246
151	8708.268399193174	0.9875323271416888	434
152	8707.260707933076	0.9875075384264901	479
153	8706.995649688099	0.9875226008648775	480
154	8706.47049489962	0.987485792563886	248
155	8705.745494608977	0.9875020902527838	242
156	8705.116173984243	0.98746671405982	335
157	8704.385701704998	0.9874935586537633	476
158	8703.848439326903	0.9874550166482828	476
159	8703.653193052123	0.9874728147928812	346
160	8702.50519504677	0.9874633131738828	238
161	8701.49819697166	0.9874468966811693	233
162	8701.714316231864	0.9874367957465908	419
163	8700.90252291102	0.9874421160186635	476
164	8700.334610919563	0.9874257857651532	480
165	8699.7573121778	0.9874169813836513	255
166	8699.223252069383	0.9874097373666001	240
167	8698.255738757905	0.9873996160569645	256
168	8698.052381035423	0.9874079554614161	485
169	8697.802621231598	0.9874031871405183	484
170	8697.150411177654	0.9873992137002702	413
171	8696.195251464844	0.9873998041967956	245
172	8694.913979251369	0.987380073690901	244
173	8693.71886854107	0.9873609600880113	470
174	8693.23032903347	0.9873619834024484	484
175	8693.46716661518	0.9873659952866788	445
176	8692.635006236382	0.9873624997479575	248
177	8692.174448441487	0.987354469618627	242
178	8692.129501238973	0.9873425189887179	352
179	8690.955368560999	0.9873430293028046	477
180	8690.478109346766	0.9873393074590333	482
181	8689.56721735325	0.9873432998044961	246
182	8689.065431555922	0.9873108150196724	248
183	8688.497481365594	0.9873558057053965	375
184	8687.895784961935	0.9873450937218406	478
185	8687.204784159758	0.9873348031775887	481
186	8686.726236148756	0.987316791500364	300
187	8686.687028949764	0.9873112021711002	249
188	8686.03704792464	0.987322157084131	280
189	8685.23884302256	0.987307382988281	486
190	8684.598639870988	0.987291754027005	483
191	8684.432054376926	0.9873270096422053	263
192	8684.133056848228	0.9873293537874611	243
193	8683.834830355481	0.9873241884823964	306
194	8683.98060037003	0.9873070155783575	477
195	8683.14805177442	0.9873294487696926	478
196	8682.686275975233	0.9873108967986642	372
197	8682.194490186212	0.9873081497138455	245
198	8681.738786347058	0.9872958459162793	244
199	8681.053826779735	0.9872945706759181	440
200	8681.04494533409	0.9873384277583385	476
201	8680.408000089685	0.9872920940167644	347
202	8680.027659721114	0.9873104752326498	243
203	8680.288067460871	0.9873086046300777	243
204	8680.223229855907	0.9873130191497657	460
205	8679.458993509514	0.9873164437305765	480
206	8678.919336850951	0.9873190828073187	449
207	8678.622166847696	0.9873099714568278	247
208	8678.032840235704	0.9873212489495877	244
209	8677.95811514303	0.987329780269845	347
210	8677.06335303897	0.9873147631431518	479
211	8677.427673547447	0.9873129589622524	443
212	8676.98602461004	0.9873102416290718	243
213	8676.437376268867	0.9873012177848897	244
214	8676.107358141011	0.9873192131924792	320
215	8675.840744745165	0.9872988383127314	481
216	8675.637002957921	0.9873103226224581	481
217	8675.55200153792	0.9873124129157893	364
218	8674.88033870775	0.9873207688432972	240
219	8674.692211955584	0.9873009136035329	245
220	8674.345620291573	0.987301824449682	413
221	8674.085799236687	0.9873084022479803	482
222	8674.042119863081	0.9873093830890396	374
223	8673.32614696269	0.9873194839729338	244
224	8673.438122807716	0.9873146875983193	247
225	8673.617478143602	0.9873048985490993	394
226	8673.071595068692	0.9873169551090318	479
227	8672.387196858725	0.9872840279016365	479
228	8671.632851944489	0.9873242218579564	281
229	8671.39502679734	0.9872917321314212	242
230	8671.466285757468	0.9873262823743074	274
231	8670.885782047193	0.9873218152950816	479
232	8670.471451947478	0.9873020167709613	487
233	8670.349835869407	0.9873216549048618	321
234	8670.216365476856	0.9873296169145983	339
235	8670.102399138366	0.9873512833296847	652
236	8669.807414774992	0.9873336747440756	758
237	8669.204918478621	0.9873443747661552	712
238	8668.564489040245	0.9873441757545585	326
239	8668.228236191937	0.9873469228900614	376
240	8667.944533159944	0.9873535560608722	776
241	8667.491051706327	0.9873512510691775	705
242	8667.516808749868	0.987362650254754	353
243	8667.513941135536	0.9873579549444776	343
244	8666.796870640346	0.9873706715396878	764
245	8667.122875602878	0.9873862675562197	772
246	8666.41307306614	0.9873855279973981	571
247	8665.709868761958	0.987386226958158	292
248	8666.223124601403	0.9873954332655385	254
249	8665.70652117048	0.9873916803016549	484
250	8665.440803579733	0.9874073063485882	480
251	8665.364749000186	0.9874423692370353	291
252	8664.60404667238	0.9874433036766895	244
253	8663.577819824219	0.9874277272242673	279
254	8663.566222729327	0.9874607960687203	488
255	8663.20994889655	0.9874502668778101	487
256	8663.304058256603	0.9874865833137717	398
257	8662.672293319183	0.9875173213936034	244
258	8662.509067249946	0.9874768513096434	245
259	8661.720915917636	0.9875070076359778	414
260	8661.290299603728	0.9875304526871159	483
261	8660.986318575282	0.9875565211535716	380
262	8660.746179697466	0.9875669689963058	243
263	8660.729790719999	0.987574131639839	246
264	8660.440968208573	0.9875892013767544	418
265	8659.663726183833	0.987580575834529	486
266	8659.681447347006	0.9876243403929026	487
267	8658.435472760882	0.987579673477987	256
268	8658.93490206141	0.9876015159193756	244
269	8658.728742119407	0.9876368444184868	317
270	8658.312171157526	0.9875996258794045	487
271	8658.075415371226	0.9876385425426522	464
272	8657.830155975964	0.9876413965204947	246
273	8657.64337552648	0.9876413073162643	246
274	8656.783102437752	0.987639343175961	354
275	8657.040199539288	0.9876830609021138	483
276	8656.764885519637	0.987687301549579	489
277	8656.398095786166	0.9876723450918993	329
278	8656.314738993742	0.98768475327362	241
279	8656.89422856545	0.9877045183208119	241
280	8655.954681604087	0.9876703761872792	469
281	8655.436569940477	0.9876813576334998	485
282	8655.093040206806	0.9876767015781532	322
283	8654.563177822398	0.9877080998199732	243
284	8654.379046174134	0.9877070411786336	248
285	8654.203683658521	0.9877338246474056	489
286	8654.22369011081	0.9877309302488962	485
287	8654.366462967022	0.9877204277432289	424
288	8654.293216004664	0.9877181156050592	243
289	8654.097124995018	0.9877367318183387	243
290	8653.676597543314	0.9877350571102836	401
291	8653.20802961077	0.987716233117037	486
292	8652.774353027344	0.9877370265977723	389
293	8653.0141641007	0.9877462825503479	244
294	8652.682438441685	0.9877319069591914	246
295	8652.67580948395	0.9877275861039454	445
296	8652.11747876641	0.9877347915249617	490
297	8652.336631100194	0.9877305819722665	470
298	8651.469462076822	0.9877589759575266	242
299	8651.988305954706	0.9877528873379944	246
300	8651.872931655573	0.9877680807444108	353
301	8651.459531822984	0.9877676087982801	484
302	8651.479588515094	0.98776815504748	434
303	8651.715541502246	0.9877503527467754	243
304	8651.26889515572	0.9877698637646477	244
305	8650.98767920254	0.9877434912942299	393
306	8651.113160840508	0.9877590650097042	486
307	8650.4141189679	0.9877526430653877	486
308	8650.543285759128	0.9877633388806768	279
309	8649.876059188324	0.9877536871350135	246
310	8649.869014402637	0.9877441323736087	294
311	8649.117859301923	0.9877726298053654	485
312	8649.397717119075	0.9877620649834474	487
313	8649.322875146152	0.9877896630743734	249
314	8649.407477138804	0.9877594203060988	242
315	8648.851248189705	0.9877810340856208	307
316	8649.17647775663	0.987761002515449	486
317	8649.67960591219	0.987781195489525	484
318	8649.209725100978	0.9877591313300084	374
319	8648.941803186119	0.9877386028770687	243
320	8649.25932343152	0.9877179812158452	246
321	8648.80033822611	0.9877254936818768	489
322	8647.997949094188	0.9877474458546055	483
323	8647.807567778087	0.9877332536389634	353
324	8648.491208446269	0.9877507119458548	241
325	8648.006524118437	0.9877387962120325	238
326	8648.393057064135	0.9877296944915437	446
327	8648.810348614543	0.9877137455100916	486
328	8648.047565486155	0.9876900346455525	471
329	8648.809470455662	0.9876907845186133	246
330	8648.315267342288	0.9876734841690988	244
331	8648.31138392857	0.9876637201325423	442
332	8648.121804581207	0.9876576333883262	483
333	8647.26966287003	0.9876477648662466	478
334	8647.181080928465	0.9876153402942784	245
335	8647.766990402119	0.9875991100407376	244
336	8646.792723156157	0.9876386188984323	340
337	8647.455039510922	0.9875757730990445	485
338	8647.076800703191	0.9876113746340583	491
339	8646.224310427297	0.9876456316687218	334
340	8646.470885400058	0.9876362424673272	243
341	8645.658123820818	0.9876191844137348	324
342	8645.926105525217	0.9876101636359481	488
343	8645.571140834263	0.9876375081030284	486
344	8645.656374561544	0.9876443010811903	349
345	8645.476197949883	0.9876240340321243	243
346	8645.355339205995	0.9876480100258272	242
347	8645.55641143176	0.9876660484136367	462
348	8645.217827621771	0.9876640110853172	488
349	8645.406575728435	0.9876065314525649	457
350	8645.299888351337	0.9876283608681086	247
351	8645.137091189015	0.9876119466815271	243
352	8644.966612316313	0.9876011030963895	440
353	8644.534324386494	0.9876496000152056	485
354	8644.740443638393	0.9875970786424721	477
355	8643.64602349729	0.9876212169523952	240
356	8644.137009601203	0.9876318249319281	243
357	8643.729071792292	0.9876191003286109	328
358	8643.260839345503	0.9876168627976155	487
359	8643.158493145793	0.987620675416828	486
360	8642.284503547513	0.9876157582870552	350
361	8642.518857579653	0.987623320626361	246
362	8641.299532935733	0.9876156175116293	313
363	8640.416847903713	0.9876302575477126	488
364	8640.037687548163	0.9876713058626165	485
365	8639.97416385988	0.987664218105021	370
366	8638.92826293115	0.9876358944948028	235
367	8638.301835455863	0.987654965700341	245
368	8637.630397874482	0.9877102321051822	410
369	8637.060653790324	0.9876831184540477	486
370	8636.346739061835	0.9877146345873674	488
371	8635.770393838688	0.9877113033668931	245
372	8634.598269092794	0.9876789505384407	243
373	8632.201682784931	0.9876609092616305	409
374	8629.49718968398	0.9877048697905476	488
375	8626.958907562048	0.9877388097447197	490
376	8624.978299925928	0.9877600630327147	272
377	8623.689490908668	0.9878031366891196	244
378	8623.401089622861	0.987750916532716	293
379	8622.171710578763	0.9878043203684342	488
380	8621.48274552741	0.9878180804250597	487
381	8621.283894856771	0.9878310351600857	256
382	8621.143380924146	0.9877838890771476	243
383	8620.530253715255	0.9878020536940114	305
384	8620.685898968963	0.9877858410785798	483
385	8619.99704851423	0.9878255566011886	485
386	8619.992579246054	0.9878451133108869	378
387	8619.965309817775	0.9877889763031688	242
388	8619.12369978509	0.9877920435602162	241
389	8619.037465828616	0.9878322377446151	427
390	8617.877072081274	0.9877771012941186	483
391	8617.372786126169	0.9878228266476369	371
392	8617.5717491098	0.9878298479328755	237
393	8617.022557472696	0.9878315628588605	246
394	8616.992655228596	0.9877992179118046	435
395	8616.73980816692	0.9877941345124424	482
396	8616.216383745881	0.9877884199678086	483
397	8616.057641477	0.9878125624084959	243
398	8616.512787280439	0.9878519870036718	243
399	8616.163377619114	0.9877950612480949	327
400	8615.51398265605	0.9878005576731802	488
401	8614.91845786166	0.9878262440819724	460
402	8615.189588481877	0.9878298411158477	243
403	8614.857252886506	0.9878431123738386	239
404	8614.347488507121	0.9878586792216009	333
405	8614.673007472033	0.9878114416536425	485
406	8614.237204207855	0.9877835632029439	486
407	8613.996496083784	0.9878059961155158	343
408	8613.828912851763	0.9878038401607754	241
409	8613.600783367547	0.9878236596428213	243
410	8613.688288266967	0.987814588003418	465
411	8613.705868883198	0.9878676143177108	491
412	8614.109955871998	0.9877852860610096	322
413	8613.01704375598	0.9878457518053704	246
414	8612.911180561092	0.9878046564555087	255
415	8612.526045195911	0.9878159848352274	489
416	8612.425527559657	0.9878216737589869	486
417	8612.537232690927	0.9878109922619904	425
418	8612.001513837957	0.987847182570266	244
419	8612.126215305458	0.9878026794667553	242
420	8611.422692746532	0.9878038023250039	357
421	8611.08178191931	0.9878324001875459	489
422	8611.084868554355	0.98783636217316	424
423	8611.120625813803	0.9878796402897153	245
424	8610.874384043169	0.9878503996752152	246
425	8611.079225293633	0.9878411534793523	408
426	8610.709725931389	0.9878701170538964	489
427	8611.03168824903	0.9878226884571063	488
428	8610.817263025816	0.9877829766344457	274
429	8609.681184106943	0.9878162955041645	246
430	8609.774057816487	0.9878204520411638	328
431	8609.63897206832	0.9878069951268685	489
432	8609.810477120536	0.9878176090871396	459
433	8609.646735158907	0.9878435379692486	249
434	8609.204632817482	0.9878311501119007	227
435	8609.296767254265	0.9878160685148775	353
436	8608.996359688896	0.987812974775324	482
437	8609.083887839804	0.987818353613015	485
438	8608.973219060574	0.9877998991077449	325
439	8608.72986192768	0.9878482298329979	244
440	8608.862658442284	0.9878591980506368	243
441	8608.461005801246	0.9878447023378748	486
442	8608.340321235917	0.987841625172062	490
443	8608.249469575429	0.9878303661537008	305
444	8607.729636886494	0.9878251586033373	242
445	8608.10234453889	0.9878705291166192	244
446	8608.379384773929	0.9878464304417575	459
447	8608.084745238428	0.9878127996106537	487
448	8606.92466580138	0.9878259374931151	463
449	8608.01638607103	0.987838708675232	244
450	8607.496471171477	0.9878409985883706	237
451	8608.019918428798	0.9878196991777339	399
452	8608.341253994273	0.9878658943739879	488
453	8607.15856144704	0.9877838902428847	487
454	8606.90357773969	0.9878533320615486	271
455	8607.15909809969	0.987830149275916	242
456	8606.259757736103	0.9878345480834951	310
457	8606.148696380407	0.9878230034342023	483
458	8606.23083765977	0.9878245031549817	487
459	8606.454572405133	0.9878294275072562	374
460	8606.40409176366	0.9878223041946791	241
461	8606.000290020793	0.9878217299931309	299
462	8606.133711834344	0.9878426714717936	487
463	8605.90270539368	0.9878554074790608	488
464	8605.949374659533	0.9878490917435309	378
465	8606.07459887031	0.9878848643884772	242
466	8605.923953309351	0.9878360865523621	243
467	8605.326920489875	0.9878917402099996	434
468	8605.414699424691	0.987837978138202	485
469	8604.77783203125	0.9878865344335839	485
470	8604.333783830914	0.9878747926733527	246
471	8604.932791366058	0.9878009231824453	247
472	8604.952704812395	0.987831901023988	430
473	8605.18582527005	0.9878778271123666	484
474	8604.12973499947	0.9878526588990575	488
475	8604.573010503029	0.9878571309706792	247
476	8604.185310000465	0.9878267758101428	245
477	8604.28098447631	0.9878378462325148	326
478	8604.262652131165	0.9878665197159158	485
479	8604.158761160714	0.98787608347377	483
480	8603.90627511991	0.9878840902376742	348
481	8603.543414472722	0.9878707576771172	243
482	8604.038478098759	0.9878314642527071	320
483	8603.11430057863	0.9878527965574038	488
484	8602.844953679714	0.9878633812982209	490
485	8603.481590841902	0.9878435007923719	355
486	8604.097035310706	0.9878682967554144	245
487	8602.98815772647	0.9878575466066396	242
488	8603.088917634925	0.9878673167253027	467
489	8603.575340634301	0.9878641013943014	485
490	8603.181472882121	0.9878679916363995	452
491	8602.578634871918	0.987884758965296	245
492	8602.70876722271	0.9878437036306275	241
493	8602.43641361574	0.9878707754419369	456
494	8602.894304963196	0.9879345188335497	487
495	8602.231389675011	0.9878394337130242	459
496	8601.943229000584	0.9878654383173605	243
497	8602.359986389576	0.9878447446845421	235
498	8602.606436593192	0.9878471665793941	324
499	8602.267547399819	0.9878738834490987	486
500	8601.701464179421	0.9878147370403721	482
501	8601.732461942296	0.9879081597944506	246
502	8602.196669390412	0.9878600404730865	245
503	8603.132333353264	0.9878559320607558	347
504	8601.558837267818	0.9878603562104459	483
505	8601.276304076318	0.9878923606102158	483
506	8601.297858413385	0.9879003707953051	327
507	8601.67306705397	0.9878703598566607	245
508	8601.246237826184	0.9878756550907277	254
509	8601.472078492041	0.9878321815864975	490
510	8601.042506211468	0.9878561071493999	485
511	8601.132691467701	0.987855509709136	297
512	8600.588278219002	0.9878501868775101	244
513	8600.747139444156	0.98790821909499	285
514	8600.374015963807	0.9878808907201501	480
515	8600.18630234076	0.9879272502599931	484
516	8600.122731941898	0.9879714067847956	399
517	8599.954816545758	0.9879405207830627	245
518	8600.380737719892	0.9879123226669776	245
519	8599.859949021113	0.987941329272426	402
520	8599.825662210686	0.9879708057206099	489
521	8599.750453404018	0.9879646693311986	382
522	8599.806111861248	0.9879742918067238	245
523	8599.713115458586	0.9879710368660032	241
524	8599.46937467614	0.9879523859340318	423
525	8599.34452165876	0.9879103777359943	482
526	8599.204040527344	0.9879399934137354	488
527	8599.080962096752	0.9879136932190178	248
528	8599.01721980296	0.9879092961600443	240
529	8598.878039094056	0.9879178643277308	300
530	8600.080498727812	0.9878937021455392	479
531	8598.246662996253	0.9878872944688311	484
532	8598.245039544137	0.9878808241717669	241
533	8598.172400649713	0.9878585065151153	243
534	8598.108175264735	0.9878468482571394	329
535	8598.044158935547	0.9878388578895809	483
536	8597.675414623858	0.9878462034271283	486
537	8597.755880758064	0.9878441670871511	351
538	8597.604542634925	0.9878549776261761	245
539	8597.90246312148	0.9878000681903086	229
540	8597.33972915338	0.9878034332678431	410
541	8597.450562769052	0.9878094611423356	484
542	8597.05846545161	0.9877924108941133	369
543	8596.5534767618	0.9877830611250433	242
544	8597.08239206327	0.9877790606194208	242
545	8596.607818188311	0.9877775472899278	433
546	8596.159604857568	0.9877873826391843	483
547	8596.11937708433	0.9877788261035267	485
548	8596.235415919298	0.9877475191439901	248
549	8596.043990777463	0.9877715883206348	244
550	8596.172490126422	0.9877343385093877	350
551	8595.86975969587	0.9877515816364159	480
552	8595.504811397215	0.9877565281123531	439
553	8595.51738111016	0.9877190212814175	242
554	8595.225909382307	0.9877111164688253	244
555	8594.866709806482	0.9876901198710714	374
556	8594.941519393402	0.9876940209849351	477
557	8594.803263969161	0.9876988084644688	482
558	8594.488091708852	0.9876772442287733	303
559	8594.762619745165	0.9877192231820149	237
560	8594.336114377391	0.9876858199230668	257
561	8594.156518222524	0.9877121691294268	478
562	8593.947536131152	0.9877127413542903	482
563	8593.884963885457	0.9877277171986849	298
564	8594.089767767458	0.9877282790586251	220
565	8594.02172332556	0.9877116998188755	242
566	8593.812636810095	0.9877054848182364	482
567	8593.112359494578	0.9877147660115544	480
568	8593.104681521047	0.987700622199344	431
569	8593.581635351895	0.9877056934091509	245
570	8593.063268752325	0.9876982708315866	239
571	8592.735233436637	0.9877409008489985	467
572	8592.73280843099	0.9877179797206607	484
573	8592.639039746758	0.9877459837668607	453
574	8593.141570629718	0.9877560578388016	223
575	8592.370509348759	0.9877288524492257	251
576	8593.006675875917	0.9876953346439364	339
577	8592.626002928027	0.9877236515891795	483
578	8592.552112190091	0.9876934600879952	483
579	8592.847656872807	0.987698322352098	338
580	8592.47408310248	0.9877286936302169	242
581	8592.2936386835	0.9876811481049271	321
582	8591.825766842381	0.9877469087285655	484
583	8591.657037436556	0.9877366524468474	488
584	8591.968337078484	0.9877218160854311	357
585	8591.83916177555	0.9877619847756665	242
586	8591.813873291016	0.9877196925939346	240
587	8591.748616328856	0.9877587796321937	458
588	8591.716506854207	0.9877334958335169	487
589	8591.428621253188	0.9877623144005027	456
590	8591.744695961881	0.9877552872105521	241
591	8591.128656711708	0.98771757044557	243
592	8591.391865217767	0.9877865018741209	443
593	8591.372118891502	0.9877243104080359	482
594	8590.951001640891	0.9877926050653668	473
595	8590.987929571242	0.987781714343903	237
596	8590.961209044164	0.9877499054078342	242
597	8590.923476031037	0.9877403932211756	326
598	8590.309140782778	0.9877371858222549	486
599	8590.58615942715	0.9877670863199801	486
600	8590.687117180856	0.9877820606945323	348
601	8590.177823021299	0.9877829551950198	245
602	8590.059782274726	0.9877736011431331	303
603	8590.154451538916	0.987808919758821	485
604	8590.430746688324	0.9877967834726077	484
605	8590.049864269438	0.9878156773593961	375
606	8590.021596065184	0.9878054982190635	245
607	8590.061534855642	0.9877886697143113	243
608	8591.107108810322	0.9877836372019076	426
609	8589.853533478821	0.98780959469526	482
610	8590.021638208505	0.9878099864589519	487
611	8589.95984717129	0.9878199497858683	243
612	8589.020975333493	0.9878160807044327	235
613	8589.57281930106	0.9878223005454151	355
614	8589.023553965044	0.9878291996563373	482
615	8589.508018856957	0.9878237141030175	483
616	8589.662463129784	0.9878143665640533	312
617	8589.093015086894	0.9878502181750171	247
618	8589.255585547207	0.9878687703741246	277
619	8589.037787820207	0.9878260173967907	484
620	8588.335303481745	0.9878457124490722	484
621	8588.947300917438	0.9878746202456302	273
622	8588.920871656768	0.9878831778709986	247
623	8588.76575495921	0.9878468389565848	255
624	8588.527832238853	0.9878845106886358	484
625	8588.16150649713	0.98786924201615	484
626	8588.758832243835	0.9878748999718501	418
627	8588.456883021763	0.9878767361851777	244
628	8588.304693520475	0.9878730641386542	244
629	8587.855788873167	0.9878711232370665	405
630	8588.09587896438	0.987884174069377	485
631	8587.65640092707	0.9878961398792104	382
632	8587.958067809643	0.9878619130776853	237
633	8587.715769865075	0.987877008486159	240
634	8588.086685907274	0.9879002114187698	416
635	8587.377887128972	0.9878651567665088	479
636	8587.500957047858	0.9879032192232252	483
637	8587.225218065742	0.9878951059210868	258
638	8587.282885700666	0.9879056980618003	238
639	8586.61675236501	0.9878895126384537	313
640	8586.667420471607	0.9879119899504039	484
641	8586.84032310434	0.987889751563875	475
642	8587.288841610864	0.9878979496100322	252
643	8586.466099745563	0.9878993542218695	245
644	8587.038753794975	0.9878882063540066	269
645	8586.510241657697	0.9879238466371079	479
646	8586.663025317548	0.9879340845457956	480
647	8586.375411883504	0.9879312109278173	407
648	8586.113881636638	0.9879182646823984	241
649	8586.26173888745	0.9879220691667933	244
650	8586.096900369035	0.9879241471692007	408
651	8585.750634848666	0.9879473150790143	481
652	8586.139053863733	0.987918473729471	379
653	8586.183784951969	0.9879449827431821	245
654	8586.360553975008	0.9879325159705009	242
655	8586.325124727626	0.9879459281052861	406
656	8586.604292889031	0.9879115194994577	490
657	8585.921604286246	0.9879460519014978	483
658	8586.107059608512	0.9879603844870921	263
659	8585.63159138167	0.987975632632468	240
660	8585.534619182146	0.988000360146469	309
661	8585.47184680757	0.9879712275147032	480
662	8585.504592376501	0.9880103732452912	470
663	8585.362783419032	0.9879575066623234	246
664	8585.822550455729	0.9879295380190521	244
665	8585.44744478602	0.9879546685233003	314
666	8585.247660526613	0.9879294516277962	480
667	8585.315220424107	0.9879225363486073	479
668	8585.295162693983	0.9879282430371865	361
